Timestamp (seconds),Speed (km/h),Latitude coordinate (degrees),Longitude coordinate (degrees),Altitude (meters),Vertical accuracy (degrees),Horizontal accuracy (degrees),Course (degrees),Difcourse: course variation (degrees),Boolean of system activated (1 if >50km/h),Acceleration in X (Gs),Acceleration in Y (Gs),Acceleration in Z (Gs),Acceleration in X filtered by KF (Gs),Acceleration in Y filtered by KF (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),X: car position relative to lane center (meters),Phi: car angle relative to lane curvature (degrees),W: road width (meters),"State of the lane det. algorithm [-1=calibrating, 0=initializing, 1=undetected, 2=detected/running]",Distance to ahead vehicle in current lane (meters) [value -1 means no car is detected in front],Time of impact to ahead vehicle (seconds) [distance related to own speed],Number of detected vehicles in this frame (traffic),GPS speed (km/h) [same as in RAW GPS],Maximum allowed speed of current road (km/h),"Reliability of obtained maxspeed (0=unknown, 1=reliable, 2=used previously obtained maxspeed,3=estimated by type of road)","Type of road (1, trunk, secondary...)",Number of lanes in current road,"Estimated current lane (1=right lane, 2=first left lane, 3=second left lane, etc) [experimental]",GPS Latitude used to query OSM (degrees),GPS Longitude used to query OSM (degrees),OSM delay to answer query (seconds),GPS speed (km/h) [same as in RAW GPS]],Behavior
218.72,91.8,40.556614,-3.506088,708.1,6,5,96.7,3.164,1,-0.04,0,0,-0.028,0.004,-0.001,-1.642,-0.06,0.292,0.455,0.057,2.875,2,-1,-1,0,91.2,90,1,0,3,1,40.556664,-3.506678,1.573,91.2,2
219.78,92.8,40.556583,-3.505779,709.2,4,5,98.8,3.516,1,-0.001,0.016,-0.026,0.014,0.033,-0.014,-1.644,-0.078,0.242,0.39,0.068,2.832,2,-1,-1,0,91.8,90,1,0,3,1,40.556614,-3.506087,1.604,92.8,2
220.77,92,40.556545,-3.505484,710.7,6,5,98.4,1.758,1,-0.026,0.002,-0.012,-0.029,-0.004,-0.011,-1.642,-0.075,0.201,0.457,0.082,2.752,2,-1,-1,0,92.8,90,1,0,3,1,40.556614,-3.506087,1.604,92.8,2
221.74,95.5,40.556488,-3.50519,712.2,6,5,104.1,5.625,1,-0.018,-0.008,-0.01,-0.013,-0.018,-0.006,-1.641,-0.067,0.171,0.4,0.08,2.831,2,-1,-1,0,92,90,1,0,3,1,40.556545,-3.505484,0.834,92,2
222.72,95.5,40.556488,-3.50519,712.2,6,5,104.1,5.625,1,0.018,-0.01,-0.019,0.006,-0.021,-0.014,-1.631,-0.071,0.137,0.485,0.161,2.827,2,-1,-1,0,95.5,90,1,0,3,1,40.556488,-3.50519,1.184,95.5,2
223.74,93.9,40.556366,-3.504603,715.1,6,5,106.5,7.031,1,-0.028,-0.022,-0.021,-0.022,-0.039,-0.018,-1.621,-0.061,0.118,0.52,0.044,2.749,2,-1,-1,0,94.6,90,1,0,3,1,40.556488,-3.50519,1.184,95.5,2
224.72,93.9,40.556282,-3.504304,715.9,6,5,109,3.516,1,0.017,0.008,0.003,-0.013,0.008,0.002,-1.616,-0.071,0.087,0.433,0.121,2.799,2,-1,-1,0,93.9,90,1,0,3,1,40.556366,-3.504603,1.354,93.9,2
225.73,94.4,40.556198,-3.504007,717.1,6,5,111.1,4.57,1,-0.026,0.025,0.005,-0.012,0.012,0.001,-1.613,-0.079,0.059,0.444,0.091,2.845,2,-1,-1,0,93.9,90,1,0,3,1,40.556366,-3.504603,1.354,93.9,2
226.73,94,40.55611,-3.503714,718.2,6,5,112.1,3.164,1,0.005,-0.017,0.004,0,-0.013,0.003,-1.612,-0.076,0.035,0.432,0.139,2.792,2,-1,-1,0,94.4,90,1,0,3,1,40.556198,-3.504006,1.194,94,2
227.72,93.7,40.556019,-3.503434,719.6,6,5,115,3.867,1,-0.025,-0.013,0.012,-0.039,-0.006,0.002,-1.614,-0.058,0.024,0.392,0.047,2.933,2,-1,-1,0,94,90,1,0,3,1,40.556198,-3.504006,1.194,94,2
228.72,92.7,40.555916,-3.503175,720.5,6,5,117.4,5.273,1,-0.016,0.019,0.007,-0.05,0,0.007,-1.615,-0.069,0.003,0.34,0.037,2.93,2,-1,-1,0,93.7,90,1,0,3,1,40.556019,-3.503434,1.002,93.7,2
229.73,94.4,40.555801,-3.50292,721.8,6,5,119.2,4.219,1,0.067,0.033,-0.003,0.043,0.022,-0.004,-1.619,-0.079,-0.019,0.409,-0.022,2.668,2,-1,-1,0,92.7,90,1,0,3,1,40.556019,-3.503434,1.002,93.7,2
230.73,94.2,40.555679,-3.50265,722.6,6,5,121.6,4.219,1,-0.006,0.034,-0.003,0.019,0.022,-0.008,-1.622,-0.086,-0.037,0.547,0.114,2.711,2,-1,-1,0,94.4,90,1,0,3,1,40.555801,-3.50292,1.047,94.2,2
231.75,93.6,40.555557,-3.502414,724.3,6,5,123.8,4.57,1,-0.085,-0.085,-0.048,-0.048,-0.051,-0.019,-1.623,-0.081,-0.044,0.532,0.11,2.73,2,-1,-1,0,94.2,90,1,0,3,1,40.555801,-3.50292,1.047,94.2,2
232.76,93.3,40.555428,-3.50216,726,6,5,124.5,2.812,1,-0.042,-0.055,-0.005,-0.048,-0.061,-0.01,-1.619,-0.058,-0.036,0.472,0.069,2.794,2,-1,-1,0,93.6,90,1,0,3,1,40.555557,-3.502414,2.06,93.3,2
233.72,93.3,40.555298,-3.501916,727.4,6,5,125.2,2.812,1,-0.014,-0.047,0.003,-0.017,-0.034,-0.004,-1.615,-0.058,-0.019,0.431,0.032,2.734,2,-1,-1,0,93.3,90,1,0,3,1,40.555557,-3.502414,2.06,93.3,2
234.74,93.2,40.555168,-3.501661,728.8,6,5,125.5,1.055,1,0.006,-0.059,0.003,0.002,-0.047,-0.001,-1.601,-0.038,0.004,0.312,-0.071,2.743,2,-1,-1,0,93.2,90,1,0,3,1,40.555557,-3.502414,2.06,93.3,2
235.74,92.2,40.555042,-3.50142,730.2,6,5,123.8,1.758,1,0.022,-0.07,-0.007,0.006,-0.075,0.003,-1.602,0.005,0.055,0.171,-0.142,2.676,2,-1,-1,0,93.2,90,1,0,3,1,40.555168,-3.501661,1.516,92.2,2
236.77,92.3,40.55492,-3.501158,731.5,6,5,122,1.758,1,0.006,-0.095,0.015,0.012,-0.077,0.015,-1.602,0.053,0.128,-0.181,-0.106,2.865,2,-1,-1,0,92.2,90,1,0,3,1,40.555168,-3.501661,1.516,92.2,2
237.78,92.3,40.554806,-3.500886,732.7,6,5,118.1,5.625,1,-0.008,-0.063,0.017,-0.024,-0.068,0.008,-1.608,0.099,0.225,-1.155,-0.03,2.688,2,-1,-1,0,92.3,90,1,0,3,2,40.55492,-3.501158,2.55,92.6,2
238.76,92.6,40.55471,-3.50061,733.4,4,5,113.6,5.625,1,0.005,-0.002,-0.005,0.005,-0.008,-0.007,-1.612,0.115,0.321,0,0,2.79,0,-1,-1,0,92.3,90,1,0,3,2,40.55492,-3.501158,2.55,92.6,2
239.74,92.6,40.55463,-3.500322,733.9,6,5,108.6,9.492,1,0.011,0.004,-0.033,0.025,-0.017,-0.006,-1.613,0.14,0.428,0,0,2.787,0,-1,-1,0,92.6,90,1,0,3,2,40.55492,-3.501158,2.55,92.6,2
240.75,93.4,40.554565,-3.500028,734.6,6,5,105.5,9.492,1,-0.003,0.129,-0.023,0.033,0.125,-0.015,-1.622,0.087,0.49,0,0,2.785,0,-1,-1,0,92.6,90,1,0,2,2,40.55463,-3.500321,0.982,92.6,2
241.79,93.3,40.554508,-3.499742,735.4,4,5,104.8,3.867,1,0.015,0.1,-0.004,0.012,0.1,-0.005,-1.615,0.017,0.516,0,0,3.5,-1,-1,-1,0,93.4,90,1,0,2,2,40.55463,-3.500321,0.982,92.6,2
242.75,94.5,40.554447,-3.499439,736.2,6,5,105.1,0.352,1,0.09,0.056,-0.01,0.096,0.056,-0.005,-1.599,-0.014,0.522,0,0,3.5,-1,-1,-1,0,93.3,90,1,0,2,2,40.55463,-3.500321,0.982,92.6,2
243.74,94.4,40.554386,-3.499132,736.8,6,5,105.5,0.703,1,-0.057,-0.046,-0.001,-0.026,-0.025,-0.011,-1.568,-0.046,0.53,-0.278,-0.038,2.97,2,-1,-1,0,94.5,90,1,0,2,2,40.55463,-3.500321,0.982,92.6,2
244.71,94.4,40.554329,-3.498839,736.6,6,5,104.1,1.406,1,-0.033,-0.088,0.009,0.005,-0.091,0.014,-1.569,-0.006,0.579,-0.223,0.066,2.776,2,-1,-1,0,94.4,90,1,0,2,2,40.55463,-3.500321,0.982,92.6,2
245.79,95.4,40.554283,-3.498531,736.8,6,5,101.6,3.867,1,-0.024,0.005,-0.005,-0.012,0.004,0,-1.586,0.003,0.634,-0.171,0.048,2.8,2,-1,-1,0,94.4,90,1,0,2,2,40.554565,-3.500028,9.239,100.3,2
246.74,95.9,40.554237,-3.498221,736.5,6,5,99.5,4.57,1,-0.059,-0.037,0.009,-0.048,-0.025,0.009,-1.594,0.03,0.687,-0.091,0.085,2.838,2,-1,-1,0,95.4,90,1,0,2,2,40.554565,-3.500028,9.239,100.3,2
247.76,96.4,40.554203,-3.497923,736.4,6,5,96.3,5.273,1,0.039,-0.012,0.011,-0.005,-0.02,0.001,-1.6,0.039,0.746,-0.295,0.014,3.221,2,-1,-1,0,95.9,90,1,0,2,2,40.554565,-3.500028,9.239,100.3,2
248.71,99.3,40.554176,-3.497616,737,6,5,94.6,4.922,1,0.001,-0.025,-0.003,0.006,-0.001,0.002,-1.598,0.012,0.778,0.04,0.261,3.023,2,-1,-1,0,96.4,90,1,0,2,2,40.554565,-3.500028,9.239,100.3,2
249.72,100.3,40.554161,-3.497307,736.9,6,5,91.8,4.57,1,-0.016,-0.045,0.015,-0.043,-0.057,0.007,-1.606,0.037,0.833,0.565,0.129,2.75,2,-1,-1,0,99.3,90,1,0,2,2,40.554565,-3.500028,9.239,100.3,2
250.75,101.8,40.554157,-3.496967,737.2,6,5,87.5,7.031,1,-0.023,0.002,-0.018,-0.018,-0.01,-0.009,-1.611,0.068,0.901,0.707,-0.12,2.771,2,-1,-1,0,101.8,90,1,0,2,2,40.554565,-3.500028,9.239,100.3,2
251.72,104.1,40.55418,-3.496633,736.8,6,5,85.1,6.68,1,-0.013,-0.002,-0.019,-0.021,-0.004,-0.017,-1.617,0.083,0.957,0.393,-0.163,2.902,2,-1,-1,0,101.8,90,1,0,2,2,40.554565,-3.500028,9.239,100.3,2
252.73,105.3,40.554207,-3.496287,736.9,6,5,81.6,5.977,1,-0.052,0.02,-0.016,-0.03,0.049,-0.03,-1.608,0.057,1.002,0.232,-0.092,2.794,2,-1,-1,0,104.1,90,1,0,2,2,40.554565,-3.500028,9.239,100.3,2
253.73,105.3,40.554245,-3.49594,736.9,4,5,79.5,5.625,1,0.065,-0.009,-0.041,-0.013,0.029,-0.048,-1.591,0.043,1.032,-0.233,-0.043,2.762,2,-1,-1,0,105.3,90,1,0,2,2,40.554565,-3.500028,9.239,100.3,2
254.72,104.7,40.554295,-3.495606,736.1,4,5,77.7,3.867,1,-0.036,-0.043,-0.045,0.002,-0.015,-0.044,-1.588,0.053,1.069,-0.141,0.111,2.861,2,-1,-1,0,105.3,90,1,0,2,2,40.554565,-3.500028,9.239,100.3,2
255.72,104.7,40.554295,-3.495606,736.1,4,5,77.7,3.867,1,0.089,0.011,-0.015,0.075,-0.004,-0.006,-1.574,0.075,1.123,0.031,0.013,2.867,2,-1,-1,0,104.7,90,3,0,1,2,40.554157,-3.496966,9.064,106.2,2
256.72,105.5,40.554447,-3.494933,735.6,4,5,71.4,6.328,1,0.024,0.036,-0.021,0.03,0.022,-0.013,-1.58,0.079,1.171,0.061,0.012,2.843,2,-1,-1,0,105,90,3,0,1,2,40.554157,-3.496966,9.064,106.2,2
257.75,105.5,40.554447,-3.494933,735.6,4,5,71.4,6.328,1,-0.083,0.029,-0.036,-0.045,-0.005,-0.028,-1.584,0.063,1.22,0.02,0.008,2.788,2,-1,-1,0,105.5,90,3,0,1,2,40.554157,-3.496966,9.064,106.2,2
258.75,105.7,40.554646,-3.494288,735,4,5,65.7,5.625,1,0.012,0.033,-0.024,0,0.015,-0.023,-1.58,0.056,1.262,-0.101,-0.024,2.883,2,-1,-1,0,106.1,90,3,0,1,2,40.554157,-3.496966,9.064,106.2,2
259.73,106.2,40.554771,-3.493969,734.6,4,5,64,4.219,1,0.006,0.035,-0.038,-0.012,0.071,-0.013,-1.572,0.031,1.273,-0.172,0.079,2.776,2,-1,-1,0,105.7,90,3,0,1,2,40.554157,-3.496966,9.064,106.2,2
260.84,105.3,40.554901,-3.493648,734.5,4,5,63.6,4.219,1,-0.06,0.01,-0.009,-0.035,0.011,-0.014,-1.547,0.04,1.28,0.101,0.109,2.833,2,-1,-1,0,106.2,90,3,0,1,2,40.554157,-3.496966,9.064,106.2,2
261.72,105,40.555019,-3.49334,733.9,4,5,63.3,0.703,1,0.023,0.042,-0.008,0.016,0.056,-0.008,-1.551,0.038,1.276,0.506,0.051,2.819,2,-1,-1,0,105.3,90,1,0,2,2,40.554771,-3.493969,1.552,105,2
262.73,105,40.555019,-3.49334,733.9,4,5,63.3,0.703,1,0.022,0.042,-0.013,0.032,0.057,0,-1.548,0.045,1.261,0.777,0.006,2.815,2,-1,-1,0,105,90,1,0,2,2,40.554771,-3.493969,1.552,105,2
263.76,104.3,40.555244,-3.492743,733,4,5,64.7,1.406,1,-0.08,0.06,0,-0.059,0.05,-0.006,-1.548,0.015,1.232,0.934,-0.01,2.917,2,-1,-1,0,103.9,90,1,0,2,2,40.554771,-3.493969,1.552,105,2
264.76,103.3,40.555347,-3.49244,732.4,4,5,66.4,2.812,1,-0.009,0.019,-0.011,-0.044,0.009,-0.014,-1.548,0.009,1.195,0.948,0,3.004,2,-1,-1,0,104.3,90,1,0,2,2,40.554771,-3.493969,1.552,105,2
265.72,101.7,40.555447,-3.492128,731.8,4,5,68.9,4.219,1,-0.035,0.034,-0.02,-0.042,0.04,-0.018,-1.534,-0.032,1.153,0.866,-0.079,2.954,2,-1,-1,0,103.3,90,1,0,2,2,40.554771,-3.493969,1.552,105,2
266.72,101.3,40.555542,-3.491802,731.3,4,5,71,4.219,1,-0.007,0.02,-0.18,0.014,0.027,-0.08,-1.526,-0.043,1.106,0.806,-0.005,2.885,2,-1,-1,0,101.7,90,1,0,2,2,40.554771,-3.493969,1.552,105,2
267.73,95.5,40.555622,-3.491498,730.1,4,5,73.5,4.57,1,-0.01,-0.065,0.023,-0.024,-0.061,0.009,-1.531,-0.029,1.073,0.847,0.036,2.875,2,-1,-1,0,101.3,90,1,0,2,2,40.555019,-3.493339,9.867,98,2
268.72,95.4,40.555687,-3.491201,729.5,4,5,74.5,3.516,1,-0.044,-0.045,0.002,-0.031,-0.04,0.01,-1.547,-0.009,1.053,0.696,-0.002,2.838,2,-1,-1,0,95.5,90,1,0,2,2,40.555019,-3.493339,9.867,98,2
269.73,95.5,40.555748,-3.490902,729.1,4,5,76.6,3.516,1,-0.01,0.071,0.053,-0.024,0.068,0.025,-1.557,-0.034,1.012,0.394,-0.03,2.793,2,-1,-1,0,95.4,90,1,0,2,2,40.555019,-3.493339,9.867,98,2
270.73,96.8,40.555798,-3.490595,728.9,4,5,79.8,3.164,1,-0.034,-0.019,0.035,-0.051,-0.011,0.025,-1.581,-0.061,0.962,0.462,-0.024,2.889,2,-1,-1,0,95.5,90,1,0,2,2,40.555019,-3.493339,9.867,98,2
271.72,98,40.555832,-3.490274,729,4,5,82.6,5.977,1,-0.072,-0.017,0.001,-0.055,-0.009,0.002,-1.596,-0.054,0.925,0.707,-0.02,2.826,2,-1,-1,0,96.8,90,1,0,2,2,40.555019,-3.493339,9.867,98,2
272.8,103.9,40.555859,-3.489939,728.8,6,5,84,4.219,1,-0.024,-0.047,-0.005,-0.013,-0.018,-0.001,-1.597,-0.049,0.891,1.126,-0.051,2.846,2,-1,-1,0,98,90,1,0,2,2,40.555019,-3.493339,9.867,98,2
273.72,100.9,40.55587,-3.489604,729.3,6,5,87.2,4.219,1,0.037,-0.022,-0.031,-0.024,-0.031,0.007,-1.601,-0.039,0.871,0.152,0.024,4.2,2,-1,-1,0,103.9,90,1,0,2,2,40.555019,-3.493339,9.867,98,2
274.72,102.7,40.55587,-3.489273,729.3,6,5,88.6,4.57,1,-0.025,-0.019,-0.004,-0.028,-0.024,-0.01,-1.603,-0.03,0.857,0.825,-0.024,3.929,2,-1,-1,0,102.7,90,1,0,2,2,40.555019,-3.493339,9.867,98,2
275.72,103.9,40.55587,-3.488937,729.1,6,5,90.4,3.164,1,0.04,-0.007,0.034,-0.009,-0.031,0.012,-1.6,-0.007,0.847,0.793,-0.062,3.457,2,-1,-1,0,102.7,90,1,0,2,2,40.555019,-3.493339,9.867,98,2
276.71,104.9,40.555866,-3.488593,728.9,6,5,91.4,2.812,1,-0.037,0.108,-0.005,-0.037,0.182,-0.007,-1.602,-0.056,0.806,0.719,-0.066,3.118,2,-1,-1,0,103.9,90,1,0,2,2,40.555019,-3.493339,9.867,98,2
277.72,106.5,40.555843,-3.488241,729.4,6,5,94.2,3.867,1,-0.076,0.009,-0.031,-0.024,0.02,-0.052,-1.589,-0.052,0.798,0.577,-0.03,2.791,2,-1,-1,0,104.9,90,1,0,2,2,40.555019,-3.493339,9.867,98,2
278.73,105,40.555824,-3.487886,728.6,4,5,96.7,5.273,1,0.046,-0.041,-0.022,0.035,-0.022,-0.026,-1.549,-0.074,0.779,0.513,-0.001,2.807,2,-1,-1,0,106.5,90,1,0,2,1,40.555859,-3.489938,10.832,103.3,2
279.72,104,40.55579,-3.487543,727.8,4,5,98.1,3.867,1,-0.058,-0.017,-0.014,-0.038,-0.026,-0.011,-1.537,-0.071,0.77,0.625,0.035,2.823,2,-1,-1,0,105,90,1,0,2,1,40.555859,-3.489938,10.832,103.3,2
280.73,102.9,40.555752,-3.487206,726.9,6,5,99.1,2.461,1,0.054,-0.047,-0.017,0.036,-0.03,-0.004,-1.537,-0.047,0.769,0.717,0.009,2.83,2,-1,-1,0,104,90,1,0,2,1,40.555859,-3.489938,10.832,103.3,2
281.71,103,40.55571,-3.48687,726.7,6,5,100.2,2.109,1,0.001,-0.038,0.002,-0.01,-0.034,0.009,-1.541,-0.02,0.783,0.738,-0.056,2.742,2,-1,-1,0,102.9,90,1,0,2,1,40.555859,-3.489938,10.832,103.3,2
282.8,103.3,40.55566,-3.486537,726.7,6,5,100.9,1.758,1,-0.014,0,0.02,-0.003,0.001,0.015,-1.551,-0.024,0.783,0.494,-0.027,2.779,2,-1,-1,0,103.3,90,1,0,2,1,40.555859,-3.489938,10.832,103.3,2
283.78,102.2,40.555607,-3.486197,726.5,6,5,102,1.758,1,0.008,0.025,-0.022,-0.011,0.02,-0.02,-1.557,-0.056,0.77,0.363,-0.083,2.812,2,-1,-1,0,103.3,90,1,0,2,1,40.555859,-3.489938,10.832,103.3,2
284.72,102.3,40.555553,-3.485874,726,6,5,103.7,1.758,1,-0.016,-0.026,-0.032,-0.002,-0.023,-0.024,-1.537,-0.051,0.767,0.482,-0.015,2.923,2,-1,-1,0,102.2,90,1,0,2,1,40.555859,-3.489938,10.832,103.3,2
285.73,97.2,40.555489,-3.485565,725,6,5,105.1,3.164,1,-0.013,0.009,-0.378,-0.006,0.006,-0.365,-1.455,-0.042,0.767,0.638,0.013,2.977,2,37.42,1.32,1,102.3,90,1,0,2,1,40.555859,-3.489938,10.832,103.3,2
286.72,87.9,40.555428,-3.485281,723.2,6,5,106.5,2.812,1,-0.028,-0.075,0.057,-0.018,-0.074,0.058,-1.503,-0.001,0.776,0.76,0.013,2.76,2,40.32,1.49,1,97.2,90,1,0,2,1,40.555607,-3.486197,5.23,88.3,2
287.84,88.3,40.555363,-3.48501,723.3,6,5,106.5,2.812,1,-0.008,-0.016,0.021,-0.004,-0.019,0.026,-1.544,-0.001,0.788,0.703,-0.004,2.82,2,-1,-1,1,87.9,90,1,0,2,1,40.555607,-3.486197,5.23,88.3,2
288.71,88.3,40.555363,-3.48501,723.3,6,5,106.5,1.406,1,-0.018,0.009,0.022,-0.005,0.008,0.026,-1.56,-0.008,0.794,0.545,-0.042,2.722,2,34.53,1.41,1,88.3,90,1,0,2,1,40.555607,-3.486197,5.23,88.3,2
289.72,90.1,40.555241,-3.484462,723.2,6,5,108.6,0.352,1,-0.003,-0.011,-0.03,-0.014,0.005,-0.015,-1.565,-0.018,0.79,0.445,-0.028,2.808,2,36.36,1.48,1,88.7,90,1,0,2,1,40.555607,-3.486197,5.23,88.3,2
290.81,89.9,40.555164,-3.484195,722.8,6,5,109.3,2.461,1,0,-0.013,0,-0.011,-0.01,0.002,-1.558,-0.016,0.793,0.404,-0.06,2.805,2,36.46,1.46,1,90.1,90,1,0,2,1,40.555607,-3.486197,5.23,88.3,2
291.73,90.1,40.555092,-3.483918,722.7,6,5,110.7,2.109,1,-0.011,-0.02,0,-0.007,-0.003,0.004,-1.568,-0.018,0.793,0.283,-0.12,2.789,2,36.48,1.46,1,89.9,90,1,0,2,1,40.555607,-3.486197,5.23,88.3,2
292.74,90.1,40.555004,-3.483655,722.6,6,5,112.1,2.812,1,-0.031,0,0.001,-0.023,0.003,0.004,-1.567,-0.017,0.791,0.283,-0.036,2.795,2,37.2,1.49,1,90.1,90,1,0,2,1,40.555607,-3.486197,5.23,88.3,2
293.73,90.6,40.554909,-3.483383,722.3,6,5,113.2,2.461,1,-0.01,-0.033,-0.007,-0.004,-0.008,-0.015,-1.551,-0.023,0.789,0.333,-0.071,2.83,2,39.96,1.6,1,90.1,90,1,0,2,1,40.555607,-3.486197,5.23,88.3,2
294.73,89.8,40.554802,-3.483122,722,6,5,114.3,2.461,1,-0.059,-0.005,0.012,-0.034,-0.018,-0.001,-1.553,-0.013,0.79,0.374,-0.044,2.842,2,-1,-1,0,90.6,90,1,0,2,1,40.555607,-3.486197,5.23,88.3,2
295.79,89.1,40.554707,-3.482858,722,6,5,115.3,2.109,1,0.01,0.04,0.009,0.007,0.025,0.008,-1.564,-0.003,0.794,0.373,-0.025,2.795,2,-1,-1,0,89.8,90,1,0,2,1,40.555607,-3.486197,5.23,88.3,2
296.72,90.6,40.554607,-3.482583,721.7,6,5,116,1.758,1,-0.019,0.027,0.023,-0.021,0.025,0.012,-1.566,-0.008,0.793,0.364,-0.025,2.762,2,-1,-1,0,89.1,90,1,0,2,1,40.555241,-3.484462,14.05,93.5,2
297.72,90.9,40.554497,-3.482311,721.9,6,5,117.4,2.109,1,0.029,0.013,0.015,0.007,0.016,0.01,-1.577,-0.023,0.783,0.544,0.015,2.735,2,-1,-1,0,90.6,90,1,0,2,1,40.555241,-3.484462,14.05,93.5,2
298.72,92.2,40.55439,-3.482042,721.4,6,5,118.1,2.109,1,-0.01,-0.024,0.014,-0.011,-0.03,0.009,-1.575,0.012,0.799,0.622,-0.023,2.67,2,-1,-1,0,90.9,90,1,0,2,1,40.555241,-3.484462,14.05,93.5,2
299.72,93.3,40.554276,-3.48177,720.9,6,5,118.5,1.055,1,0.027,0.033,0.001,0.019,0.04,0.002,-1.577,0.001,0.802,0.707,0.002,2.374,2,-1,-1,0,92.2,90,1,0,2,1,40.555241,-3.484462,14.05,93.5,2
300.72,95.3,40.554165,-3.481495,721.2,6,5,119.2,1.055,1,0.012,0.003,-0.017,-0.011,0.009,-0.016,-1.569,-0.019,0.793,0.58,0.009,2.601,2,-1,-1,0,93.3,90,1,0,2,1,40.555241,-3.484462,14.05,93.5,2
301.75,94,40.554039,-3.481237,720.6,6,5,121.6,3.164,1,-0.003,-0.01,-0.008,-0.02,-0.016,-0.017,-1.555,-0.027,0.786,0.444,-0.031,2.846,2,-1,-1,0,95.3,90,1,0,2,1,40.555241,-3.484462,14.05,93.5,2
302.8,93.7,40.553909,-3.480994,719.9,6,5,122.7,3.516,1,-0.045,-0.012,-0.019,0,0.002,-0.015,-1.536,-0.016,0.786,0.556,0.013,2.837,2,-1,-1,0,93.7,90,1,0,2,1,40.555241,-3.484462,14.05,93.5,2
303.76,93.5,40.55378,-3.480735,719,6,5,123.4,1.758,1,-0.005,-0.017,-0.001,-0.004,-0.005,-0.003,-1.528,-0.011,0.785,0.677,0.033,2.824,2,-1,-1,0,93.5,90,1,0,2,1,40.555241,-3.484462,14.05,93.5,2
304.71,92.6,40.55365,-3.480478,718,6,5,124.5,1.758,1,0.01,-0.001,0.024,0.003,0.003,0.017,-1.538,-0.007,0.786,0.766,0.004,2.832,2,-1,-1,0,93.5,90,1,0,2,1,40.555241,-3.484462,14.05,93.5,2
305.71,93.6,40.553509,-3.480249,717.7,6,5,125.9,1.758,1,-0.005,-0.011,0.015,-0.006,-0.009,0.003,-1.543,-0.001,0.788,0.846,0.01,2.779,2,-1,-1,0,92.6,90,1,0,2,1,40.55365,-3.480478,1.621,93.6,2
306.72,93.1,40.553368,-3.479999,717.5,6,5,126.6,2.109,1,-0.021,0.02,0,-0.015,0,0.005,-1.542,-0.002,0.788,0.759,-0.027,2.807,2,-1,-1,0,93.6,90,1,0,2,1,40.55365,-3.480478,1.621,93.6,2
307.75,93.5,40.553219,-3.479769,717.1,6,5,127.6,1.758,1,-0.03,0.026,-0.001,-0.016,0.018,0.001,-1.548,-0.014,0.783,0.721,-0.012,2.819,2,-1,-1,0,93.1,90,1,0,2,1,40.553368,-3.479999,1.401,93.5,2
308.71,93.8,40.55307,-3.479547,716.5,6,5,129,1.758,1,0.013,-0.025,-0.005,0.002,-0.012,0.005,-1.547,-0.015,0.778,0.747,-0.016,2.73,2,-1,-1,0,93.5,90,1,0,2,1,40.553368,-3.479999,1.401,93.5,2
309.71,93.9,40.552917,-3.479305,715.7,6,5,129.4,1.758,1,-0.01,0.002,0.005,-0.002,-0.01,0.004,-1.545,-0.004,0.783,0.758,-0.041,2.773,2,-1,-1,0,93.8,90,1,0,2,1,40.55307,-3.479547,2.262,88.5,2
310.71,88.5,40.552757,-3.479082,714.8,6,5,130.4,1.406,1,-0.072,-0.037,-0.097,-0.042,-0.01,-0.341,-1.529,-0.003,0.781,0.612,-0.045,3.035,2,-1,-1,0,93.9,90,1,0,2,1,40.55307,-3.479547,2.262,88.5,2
311.71,86.7,40.55262,-3.478856,712.9,6,5,131.5,2.109,1,-0.003,0.015,0.026,-0.02,0.018,0.017,-1.539,-0.027,0.771,0.505,0.013,2.787,2,-1,-1,0,88.5,90,1,0,2,1,40.55307,-3.479547,2.262,88.5,2
312.72,86.7,40.55262,-3.478856,712.9,6,5,131.5,2.109,1,-0.004,-0.011,0.019,-0.006,-0.015,0.012,-1.543,-0.015,0.768,0.674,0.025,2.816,2,-1,-1,0,86.7,90,1,0,2,1,40.55307,-3.479547,2.262,88.5,2
313.72,87.1,40.552464,-3.478633,712.2,6,5,133.2,2.812,1,-0.004,-0.028,0.008,-0.018,-0.034,0.002,-1.544,0.003,0.778,0.768,-0.011,2.781,2,-1,-1,0,87.1,90,1,0,2,1,40.55262,-3.478855,3.735,88.1,2
314.72,88.1,40.55217,-3.478206,711.1,6,5,133.9,0.703,1,-0.009,0.027,0.012,-0.007,0.014,0.008,-1.553,0.016,0.789,0.557,-0.06,2.824,2,-1,-1,0,87.2,90,1,0,2,1,40.55262,-3.478855,3.735,88.1,2
315.78,88.8,40.55201,-3.477996,710.5,6,5,135.4,1.406,1,0,-0.004,-0.007,-0.007,0.006,-0.003,-1.557,-0.012,0.783,0.283,-0.087,2.931,2,-1,-1,0,88.1,90,1,0,2,1,40.55262,-3.478855,3.735,88.1,2
316.71,88.8,40.55201,-3.477996,710.5,6,5,135.4,1.406,1,-0.031,0.034,-0.015,-0.02,0.021,-0.003,-1.56,-0.032,0.776,0.131,-0.002,2.954,2,-1,-1,0,88.8,90,1,0,2,1,40.55201,-3.477995,1.373,88.8,2
